"";"gps";"sites";"forest";"ind_id";"tag_id";"species";"h";"year";"hnext";"yearnext";"surv";"olre";"cc";"z.cc";"bk1";"z.veg"
"1149";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;6,3;NA;1;1665;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1150";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;7;NA;1;1666;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1151";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;7,3;NA;1;1667;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1152";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;6,1;NA;1;1668;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1153";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;7,1;NA;1;1669;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1154";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;7,3;NA;1;1670;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1155";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;4,4;NA;1;1671;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1156";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;5,9;NA;1;1672;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1171";"S2S_Eueu_o_16_13";314;"o";"2019";"";"Eueu";4,6;2019;NA;NA;NA;1687;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1172";"S2S_Eueu_o_16_13";314;"o";"2018";"";"Eueu";999;2018;3,1;NA;1;1688;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1174";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;9;NA;1;1690;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1175";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;10;NA;1;1691;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1176";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;12;NA;1;1692;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1177";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;9;NA;1;1693;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1178";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;5;NA;1;1694;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1179";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;9;NA;1;1695;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1180";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;9;NA;1;1696;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1181";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;13;NA;1;1697;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1182";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;6,5;NA;1;1698;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1192";"S2S_Eueu_o_16_14";314;"o";"2018";"";"Eueu";999;2018;6;NA;1;1708;81,83;-0,292392834455816;36,6666666666667;0,959456905612951
"1194";"S2S_Eueu_o_16_15";314;"o";"2018";"";"Eueu";999;2018;7;NA;1;1710;72,73;-1,83256784160585;30,8333333333333;0,348619074688315
"1195";"S2S_Eueu_o_16_15";314;"o";"2018";"";"Eueu";999;2018;4,6;NA;1;1711;72,73;-1,83256784160585;30,8333333333333;0,348619074688315
"1196";"S2S_Eueu_o_16_15";314;"o";"2018";"";"Eueu";999;2018;6,8;NA;1;1712;72,73;-1,83256784160585;30,8333333333333;0,348619074688315
"1197";"S2S_Eueu_o_16_15";314;"o";"2018";"";"Eueu";999;2018;5,7;NA;1;1713;72,73;-1,83256784160585;30,8333333333333;0,348619074688315
"1198";"S2S_Eueu_o_16_15";314;"o";"2018";"";"Eueu";5,5;2018;NA;NA;NA;1714;72,73;-1,83256784160585;30,8333333333333;0,348619074688315
"1203";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;12;NA;1;1719;82,16;-0,23654033419653;37,5;1,0467194528879
"1204";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;6;NA;1;1720;82,16;-0,23654033419653;37,5;1,0467194528879
"1205";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;9;NA;1;1721;82,16;-0,23654033419653;37,5;1,0467194528879
"1206";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;7;NA;1;1722;82,16;-0,23654033419653;37,5;1,0467194528879
"1207";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;9;NA;1;1723;82,16;-0,23654033419653;37,5;1,0467194528879
"1208";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;6;NA;1;1724;82,16;-0,23654033419653;37,5;1,0467194528879
"1209";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;12;NA;1;1725;82,16;-0,23654033419653;37,5;1,0467194528879
"1210";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;11;NA;1;1726;82,16;-0,23654033419653;37,5;1,0467194528879
"1211";"S2S_Eueu_o_16_16";314;"o";"2018";"";"Eueu";999;2018;10;NA;1;1727;82,16;-0,23654033419653;37,5;1,0467194528879
"1221";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";3,9;2018;8;NA;1;1737;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1222";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";5,2;2018;7;NA;1;1738;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1223";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";5,3;2018;8,5;NA;1;1739;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1224";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";5,3;2018;9;NA;1;1740;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1225";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";5,8;2018;12;NA;1;1741;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1226";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";5,9;2018;11;NA;1;1742;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1227";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";6;2018;8;NA;1;1743;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1228";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";6;2018;9;NA;1;1744;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1229";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";6,1;2018;12;NA;1;1745;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1230";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";6,4;2018;7;NA;1;1746;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1231";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";6,4;2018;6;NA;1;1747;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1232";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";6,7;2018;12;NA;1;1748;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1233";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";7,5;2018;10;NA;1;1749;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1234";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";8;2018;13;NA;1;1750;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1235";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";8;2018;9;NA;1;1751;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1236";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";8;2018;10;NA;1;1752;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1237";"S2S_Eueu_o_16_17";314;"o";"2018";"";"Eueu";10,5;2018;11;NA;1;1753;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1255";"S2S_Eueu_o_16_18";314;"o";"2019";"";"Eueu";10;2019;NA;NA;NA;1771;80,83;-0,461642835241535;33,3333333333333;0,610406716513159
"1256";"S2S_Eueu_o_16_18";314;"o";"2019";"";"Eueu";9;2019;NA;NA;NA;1772;80,83;-0,461642835241535;33,3333333333333;0,610406716513159
"1257";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;4,7;NA;1;1773;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1258";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;9,8;NA;1;1774;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1259";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;9,4;NA;1;1775;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1260";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;3,7;NA;1;1776;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1261";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;11,1;NA;1;1777;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1262";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;8,3;NA;1;1778;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1263";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;1,2;NA;1;1779;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1264";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;4,4;NA;1;1780;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1265";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;9,9;NA;1;1781;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1266";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;6,7;NA;1;1782;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1267";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;4,9;NA;1;1783;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1268";"S2S_Eueu_o_16_19";314;"o";"2018";"";"Eueu";999;2018;9;NA;1;1784;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1281";"S2S_Eueu_o_16_20";314;"o";"2018";"";"Eueu";999;2018;5;NA;1;1797;86,065;0,424380918871701;45;1,83208237836243
"1283";"S2S_Eueu_o_17_02";314;"o";"2019";"";"Eueu";6,3;2019;NA;NA;NA;1799;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1284";"S2S_Eueu_o_17_02";314;"o";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1800;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1285";"S2S_Eueu_o_17_02";314;"o";"2019";"";"Eueu";7,2;2019;NA;NA;NA;1801;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1286";"S2S_Eueu_o_17_03";314;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1802;80,83;-0,461642835241535;33,3333333333333;0,610406716513159
"1287";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";3;2019;NA;NA;NA;1803;86,005;0,414225918824557;27,5;-0,000431114411477333
"1288";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1804;86,005;0,414225918824557;27,5;-0,000431114411477333
"1289";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";4,7;2019;NA;NA;NA;1805;86,005;0,414225918824557;27,5;-0,000431114411477333
"1290";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1806;86,005;0,414225918824557;27,5;-0,000431114411477333
"1291";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";6,4;2019;NA;NA;NA;1807;86,005;0,414225918824557;27,5;-0,000431114411477333
"1292";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";6,4;2019;NA;NA;NA;1808;86,005;0,414225918824557;27,5;-0,000431114411477333
"1293";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";3,3;2019;NA;NA;NA;1809;86,005;0,414225918824557;27,5;-0,000431114411477333
"1294";"S2S_Eueu_o_17_04";314;"o";"2019";"";"Eueu";7,2;2019;NA;NA;NA;1810;86,005;0,414225918824557;27,5;-0,000431114411477333
"1295";"S2S_Eueu_o_17_06";315;"o";"2018";"";"Eueu";999;2018;9;NA;1;1811;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1297";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1813;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1298";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1814;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1299";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1815;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1300";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1816;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1301";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";3;2019;NA;NA;NA;1817;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1302";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1818;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1303";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1819;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1304";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1820;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1305";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";5,5;2019;NA;NA;NA;1821;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1306";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";6,5;2019;NA;NA;NA;1822;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1307";"S2S_Eueu_o_17_06";315;"o";"2019";"";"Eueu";5,5;2019;NA;NA;NA;1823;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1308";"S2S_Eueu_o_17_06";315;"o";"2018";"";"Eueu";4;2019;NA;NA;NA;1824;88,11;0,770497170478495;17,0833333333333;-1,09121295534833
"1309";"S2S_Eueu_o_17_07";315;"o";"2018";"";"Eueu";999;2018;6;NA;1;1825;91,295;1,30955842298101;27,5;-0,000431114411477333
"1310";"S2S_Eueu_o_17_07";315;"o";"2018";"";"Eueu";999;2018;6;NA;1;1826;91,295;1,30955842298101;27,5;-0,000431114411477333
"1313";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1829;91,295;1,30955842298101;27,5;-0,000431114411477333
"1314";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";4;2019;NA;NA;NA;1830;91,295;1,30955842298101;27,5;-0,000431114411477333
"1315";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";3;2019;NA;NA;NA;1831;91,295;1,30955842298101;27,5;-0,000431114411477333
"1316";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1832;91,295;1,30955842298101;27,5;-0,000431114411477333
"1317";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1833;91,295;1,30955842298101;27,5;-0,000431114411477333
"1318";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1834;91,295;1,30955842298101;27,5;-0,000431114411477333
"1319";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1835;91,295;1,30955842298101;27,5;-0,000431114411477333
"1320";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";9;2019;NA;NA;NA;1836;91,295;1,30955842298101;27,5;-0,000431114411477333
"1321";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1837;91,295;1,30955842298101;27,5;-0,000431114411477333
"1322";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1838;91,295;1,30955842298101;27,5;-0,000431114411477333
"1323";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1839;91,295;1,30955842298101;27,5;-0,000431114411477333
"1324";"S2S_Eueu_o_17_07";315;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1840;91,295;1,30955842298101;27,5;-0,000431114411477333
"1325";"S2S_Eueu_o_17_09";315;"o";"2018";"";"Eueu";999;2018;8;NA;1;1841;84,85;0,218742167917052;12,5;-1,57115696536054
"1326";"S2S_Eueu_o_17_09";315;"o";"2018";"";"Eueu";999;2018;10;NA;1;1842;84,85;0,218742167917052;12,5;-1,57115696536054
"1327";"S2S_Eueu_o_17_09";315;"o";"2018";"";"Eueu";999;2018;8;NA;1;1843;84,85;0,218742167917052;12,5;-1,57115696536054
"1331";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";10;2019;NA;NA;NA;1847;84,85;0,218742167917052;12,5;-1,57115696536054
"1332";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1848;84,85;0,218742167917052;12,5;-1,57115696536054
"1333";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1849;84,85;0,218742167917052;12,5;-1,57115696536054
"1334";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";4;2019;NA;NA;NA;1850;84,85;0,218742167917052;12,5;-1,57115696536054
"1335";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1851;84,85;0,218742167917052;12,5;-1,57115696536054
"1336";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1852;84,85;0,218742167917052;12,5;-1,57115696536054
"1337";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1853;84,85;0,218742167917052;12,5;-1,57115696536054
"1338";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1854;84,85;0,218742167917052;12,5;-1,57115696536054
"1339";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1855;84,85;0,218742167917052;12,5;-1,57115696536054
"1340";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1856;84,85;0,218742167917052;12,5;-1,57115696536054
"1341";"S2S_Eueu_o_17_09";315;"o";"2019";"";"Eueu";4;2019;NA;NA;NA;1857;84,85;0,218742167917052;12,5;-1,57115696536054
"1342";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";3;2019;NA;NA;NA;1858;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1343";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1859;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1344";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1860;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1345";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1861;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1346";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";8;2019;NA;NA;NA;1862;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1347";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";9;2019;NA;NA;NA;1863;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1348";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1864;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1349";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1865;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1350";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1866;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1351";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";7;2019;NA;NA;NA;1867;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1352";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";4;2019;NA;NA;NA;1868;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1353";"S2S_Eueu_o_17_10";315;"o";"2019";"";"Eueu";9;2019;NA;NA;NA;1869;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1354";"S2S_Eueu_o_18_01";315;"o";"2019";"";"Eueu";4,5;2019;NA;NA;NA;1870;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1355";"S2S_Eueu_o_18_01";315;"o";"2019";"";"Eueu";4,5;2019;NA;NA;NA;1871;84,98;0,240744668019195;24,1666666666667;-0,349481303511269
"1356";"S2S_Eueu_o_18_02";315;"o";"2019";"";"Eueu";5,7;2019;NA;NA;NA;1872;83,82;0,0444146671077623;30,8333333333333;0,348619074688315
"1357";"S2S_Eueu_o_18_03";315;"o";"2019";"";"Eueu";4,5;2019;NA;NA;NA;1873;84,85;0,218742167917052;12,5;-1,57115696536054
"1358";"S2S_Eueu_o_18_03";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1874;84,85;0,218742167917052;12,5;-1,57115696536054
"1359";"S2S_Eueu_o_18_03";315;"o";"2019";"";"Eueu";5,5;2019;NA;NA;NA;1875;84,85;0,218742167917052;12,5;-1,57115696536054
"1360";"S2S_Eueu_o_18_04";315;"o";"2019";"";"Eueu";4;2019;NA;NA;NA;1876;81,21;-0,39732783494296;30;0,261356527413367
"1361";"S2S_Eueu_o_18_05";315;"o";"2019";"";"Eueu";5;2019;NA;NA;NA;1877;72,35;-1,89688284190443;23,3333333333333;-0,436743850786218
"1362";"S2S_Eueu_o_18_12";314;"o";"2019";"";"Eueu";4,5;2019;NA;NA;NA;1878;86,005;0,414225918824557;27,5;-0,000431114411477333
"1363";"S2S_Eueu_o_18_13";314;"o";"2019";"";"Eueu";12,5;2019;NA;NA;NA;1879;82,015;-0,261081584310458;36,6666666666667;0,959456905612951
"1364";"S2S_Eueu_o_18_16";314;"o";"2019";"";"Eueu";6;2019;NA;NA;NA;1880;82,16;-0,23654033419653;37,5;1,0467194528879
"1365";"S2S_Eueu_o_18_17";314;"o";"2019";"";"Risp";3;2019;NA;NA;NA;1881;82,86;-0,118065333646526;26,6666666666667;-0,0876936616864252
"1366";"S2S_Eueu_o_18_19";314;"o";"2019";"";"Eueu";9;2019;NA;NA;NA;1882;87,75;0,709567170195636;21,6666666666667;-0,611268945336113
"1367";"S2S_Eueu_o_18_20";314;"o";"2019";"";"Eueu";11;2019;NA;NA;NA;1883;86,065;0,424380918871701;45;1,83208237836243
"1368";"S2S_Fral_l_16_01";30;"l";"2019";"";"Fral";7;2019;NA;NA;NA;1884;87,52;0,670639670014923;27,5;-0,000431114411477333
"1369";"S2S_Fral_l_16_01";30;"l";"2019";"";"Fral";10;2019;NA;NA;NA;1885;87,52;0,670639670014923;27,5;-0,000431114411477333
"1370";"S2S_Fral_l_16_02";30;"l";"2017";"";"Fral";999;2017;NA;NA;0;1886;83,395;-0,0275165832261651;17,5;-1,04758168171085
"1371";"S2S_Fral_l_16_02";30;"l";"2019";"";"Fral";7;2019;NA;NA;NA;1887;83,395;-0,0275165832261651;17,5;-1,04758168171085
"1372";"S2S_Fral_l_16_03";30;"l";"2017";"";"Fral";3;2017;8,7;NA;1;1888;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1373";"S2S_Fral_l_16_03";30;"l";"2017";"";"Fral";3,5;2017;7,6;NA;1;1889;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1374";"S2S_Fral_l_16_03";30;"l";"2017";"";"Fral";4,5;2017;NA;NA;1;1890;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1375";"S2S_Fral_l_16_03";30;"l";"2017";"";"Fral";999;2017;NA;NA;1;1891;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1376";"S2S_Fral_l_16_03";30;"l";"2017";"";"Fral";999;2017;NA;NA;1;1892;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1377";"S2S_Fral_l_16_03";30;"l";"2017";"";"Fral";999;2017;NA;NA;1;1893;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1390";"S2S_Fral_l_16_03";30;"l";"2019";"";"Fral";7;2019;NA;NA;NA;1906;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1391";"S2S_Fral_l_16_03";30;"l";"2019";"";"Fral";8,5;2019;NA;NA;NA;1907;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1392";"S2S_Fral_l_16_03";30;"l";"2019";"";"Fral";10;2019;NA;NA;NA;1908;85,435;0,317753418376699;13,6666666666667;-1,44898939917561
"1393";"S2S_Fral_l_16_06";30;"l";"2017";"";"Fral";5;2017;NA;NA;0;1909;92,175;1,45849842367244;16,6666666666667;-1,1348442289858
"1394";"S2S_Fral_l_16_07";30;"l";"2017";"";"Fral";5;2017;NA;NA;0;1910;87,64;0,690949670109207;25,8333333333333;-0,174956208961373
"1395";"S2S_Fral_l_16_08";30;"l";"2017";"";"Fral";999;2017;NA;NA;1;1911;91,325;1,31463592300458;34,1666666666667;0,697669263788107
"1396";"S2S_Fral_l_16_08";30;"l";"2017";"";"Fral";999;2017;NA;NA;0;1912;91,325;1,31463592300458;34,1666666666667;0,697669263788107
"1397";"S2S_Fral_l_16_08";30;"l";"2017";"";"Fral";999;2017;NA;NA;0;1913;91,325;1,31463592300458;34,1666666666667;0,697669263788107
"1398";"S2S_Fral_l_16_08";30;"l";"2017";"";"Fral";999;2017;NA;NA;0;1914;91,325;1,31463592300458;34,1666666666667;0,697669263788107
"1401";"S2S_Fral_l_16_11";112;"l";"2019";"";"Eueu";7;2019;NA;NA;NA;1917;84,49;0,157812167634196;25,8333333333333;-0,174956208961373
"1402";"S2S_Fral_l_16_11";112;"l";"2017";"";"Fral";999;2017;NA;NA;0;1918;84,49;0,157812167634196;25,8333333333333;-0,174956208961373
"1403";"S2S_Fral_l_16_12";112;"l";"2019";"";"Rhca";5,5;2019;NA;NA;NA;1919;70,83;-2,15414284309872;25;-0,262218756236321
"1404";"S2S_Fral_l_16_15";112;"l";"2018";"";"Fral";999;2018;NA;NA;0;1920;79,335;-0,714671586416184;33,3333333333333;0,610406716513159
"1405";"S2S_Fral_l_16_16";112;"l";"2017";"";"Fral";999;2017;NA;NA;0;1921;84,48;0,156119667626338;35;0,784931811063055
"1406";"S2S_Fral_l_16_20";112;"l";"2019";"";"Fral";8;2019;NA;NA;NA;1922;82,665;-0,151069083799743;36,6666666666667;0,959456905612951
