"";"gps";"sites";"forest";"ind_id";"tag_id";"species";"h";"year";"hnext";"yearnext";"surv";"olre";"cc";"z.cc";"bk1";"z.veg"
"1";"011_T3_50";11;"l";"P1_5";"Fral_se_1002";"Fral";5;2017;NA;2018;0;7;77,93;-0,952467837520116;NA;NA
"2";"011_T3_50";11;"l";"P1_34";"Fral_se_1009";"Fral";3,6;2017;6,3;2018;1;8;77,93;-0,952467837520116;NA;NA
"3";"011_T3_50";11;"l";"P1_27";"Fral_se_1006";"Fral";1,5;2017;NA;2018;0;15;77,93;-0,952467837520116;NA;NA
"5";"011_T3_50";11;"l";"P1_21";"Fral_se_1004";"Fral";3,7;2017;NA;2018;0;13;77,93;-0,952467837520116;NA;NA
"6";"011_T3_50";11;"l";"P1_26";"Fral_se_1005";"Fral";1;2017;NA;2018;0;14;77,93;-0,952467837520116;NA;NA
"8";"011_T3_50";11;"l";"P1_4";"Fral_se_1001";"Fral";3;2017;NA;2018;0;6;77,93;-0,952467837520116;NA;NA
"11";"011_T3_50";11;"l";"51";"Fral_se_2311";"Fral";4,3;2018;NA;2019;0;10;77,93;-0,952467837520116;NA;NA
"12";"011_T3_50";11;"l";"55";"Fral_se_2312";"Fral";3,5;2018;6;2019;1;11;77,93;-0,952467837520116;NA;NA
"13";"011_T3_50";11;"l";"P1_25";"Soau_se_1019";"Soau";2,5;2017;6,3;2018;1;49;77,93;-0,952467837520116;NA;NA
"17";"011_T3_50";11;"l";"41";"Fral_se_2301";"Fral";6;2018;NA;2019;0;16;77,93;-0,952467837520116;NA;NA
"18";"011_T3_50";11;"l";"53";"Soau_se_2302";"Soau";2,4;2018;5;2019;1;54;77,93;-0,952467837520116;NA;NA
"19";"011_T3_50";11;"l";"50";"Fral_se_2310";"Fral";4,5;2018;4,5;2019;1;17;77,93;-0,952467837520116;NA;NA
"21";"011_T3_50";11;"l";"44";"Fral_se_2304";"Fral";4;2018;NA;2019;0;19;77,93;-0,952467837520116;NA;NA
"22";"011_T3_50";11;"l";"45";"Fral_se_2305";"Fral";5,5;2018;5;2019;1;20;77,93;-0,952467837520116;NA;NA
"25";"011_T3_50";11;"l";"P1_24";"Soau_se_1018";"Soau";2;2017;5,7;2018;1;48;77,93;-0,952467837520116;NA;NA
"26";"011_T3_50";11;"l";"43";"Fral_se_2303";"Fral";3,3;2018;3,5;2019;1;23;77,93;-0,952467837520116;NA;NA
"27";"011_T3_50";11;"l";"46";"Fral_se_2306";"Fral";3,9;2018;6,5;2019;1;24;77,93;-0,952467837520116;NA;NA
"28";"011_T3_50";11;"l";"47";"Fral_se_2307";"Fral";5,8;2018;8,5;2019;1;25;77,93;-0,952467837520116;NA;NA
"29";"011_T3_50";11;"l";"48";"Fral_se_2308";"Fral";7,3;2018;NA;2019;0;26;77,93;-0,952467837520116;NA;NA
"30";"011_T3_50";11;"l";"52";"Soau_se_2301";"Soau";4,3;2018;5,7;2019;1;53;77,93;-0,952467837520116;NA;NA
"34";"011_T3_50";11;"l";"P1_33";"Rhca_se_1008";"Rhca";2,6;2017;5,7;2018;1;31;77,93;-0,952467837520116;NA;NA
"36";"011_T3_50";11;"l";"56";"Rini_se_2301";"Rini";3,3;2018;NA;2019;0;33;77,93;-0,952467837520116;NA;NA
"37";"011_T3_50";11;"l";"P1_37";"Rini_se_1005";"Rini";2,7;2017;2,8;2018;1;34;77,93;-0,952467837520116;NA;NA
"38";"011_T3_50";11;"l";"42";"Fral_se_2302";"Fral";6,5;2018;3,5;2019;1;22;77,93;-0,952467837520116;NA;NA
"39";"011_T3_50";11;"l";"P1_15";"Soau_se_1012";"Soau";3,2;2017;NA;2018;0;76;77,93;-0,952467837520116;NA;NA
"40";"011_T3_50";11;"l";"P1_16";"Soau_se_1013";"Soau";2,7;2017;NA;2018;0;77;77,93;-0,952467837520116;NA;NA
"41";"011_T3_50";11;"l";"P1_17";"Soau_se_1014";"Soau";2,1;2017;5;2018;1;78;77,93;-0,952467837520116;NA;NA
"42";"011_T3_50";11;"l";"P1_18";"Soau_se_1015";"Soau";2,6;2017;6,3;2018;1;79;77,93;-0,952467837520116;NA;NA
"44";"011_T3_50";11;"l";"P1_12";"Fral_se_1003";"Fral";1,8;2017;5,9;2018;1;1;77,93;-0,952467837520116;NA;NA
"45";"011_T3_50";11;"l";"P1_32";"Fral_se_1007";"Fral";4,7;2017;NA;2018;0;2;77,93;-0,952467837520116;NA;NA
"47";"011_T3_50";11;"l";"49";"Fral_se_2309";"Fral";6,5;2018;6;2019;1;4;77,93;-0,952467837520116;NA;NA
"56";"011_T3_50";11;"l";"P1_7";"Soau_se_1005";"Soau";2,9;2017;5,5;2018;1;65;77,93;-0,952467837520116;NA;NA
"57";"011_T3_50";11;"l";"P1_8";"Soau_se_1006";"Soau";1;2017;NA;2018;0;66;77,93;-0,952467837520116;NA;NA
"58";"011_T3_50";11;"l";"P1_9";"Soau_se_1007";"Soau";1,8;2017;4,5;2018;1;67;77,93;-0,952467837520116;NA;NA
"59";"011_T3_50";11;"l";"54";"Soau_se_2303";"Soau";2,5;2018;3,5;2019;1;55;77,93;-0,952467837520116;NA;NA
"63";"011_T3_50";11;"l";"P1_1";"Soau_se_1001";"Soau";4;2017;NA;2018;0;59;77,93;-0,952467837520116;NA;NA
"65";"011_T3_50";11;"l";"P1_3";"Soau_se_1003";"Soau";3,5;2017;6,3;2018;1;61;77,93;-0,952467837520116;NA;NA
"66";"011_T3_50";11;"l";"P1_6";"Soau_se_1004";"Soau";1,7;2017;NA;2018;0;62;77,93;-0,952467837520116;NA;NA
"69";"011_T3_50";11;"l";"P1_35";"Risp_se_1003";"Risp";3,2;2017;3;2018;1;37;77,93;-0,952467837520116;NA;NA
"70";"011_T3_50";11;"l";"P1_36";"Risp_se_1004";"Risp";3,2;2017;4,5;2018;1;38;77,93;-0,952467837520116;NA;NA
"71";"011_T3_50";11;"l";"P1_39";"Risp_se_1007";"Risp";4,2;2017;3,8;2018;1;39;77,93;-0,952467837520116;NA;NA
"72";"011_T3_50";11;"l";"P1_10";"Soau_se_1008";"Soau";1,8;2017;2,8;2018;1;68;77,93;-0,952467837520116;NA;NA
"73";"011_T3_50";11;"l";"P1_11";"Soau_se_1009";"Soau";1,8;2017;NA;2018;0;69;77,93;-0,952467837520116;NA;NA
"78";"011_T3_50";11;"l";"P1_13";"Soau_se_1010";"Soau";2,3;2017;NA;2018;0;74;77,93;-0,952467837520116;NA;NA
"79";"011_T3_50";11;"l";"P1_14";"Soau_se_1011";"Soau";3,4;2017;3,7;2018;1;75;77,93;-0,952467837520116;NA;NA
"80";"011_T3_50";11;"l";"P1_38";"Rini_se_1006";"Rini";2,8;2017;NA;2018;0;35;77,93;-0,952467837520116;NA;NA
"82";"011_T3_50";11;"l";"P1_20";"Soau_se_1017";"Soau";3,4;2017;6,2;2018;1;81;77,93;-0,952467837520116;NA;NA
"84";"011_T3_50";11;"l";"P1_30";"Risp_se_1001";"Risp";2,7;2017;4,8;2018;1;43;77,93;-0,952467837520116;NA;NA
"85";"011_T3_50";11;"l";"P1_19";"Soau_se_1016";"Soau";3,4;2017;4,8;2018;1;80;77,93;-0,952467837520116;NA;NA
"86";"011_T3_50";11;"l";"P1_2";"Soau_se_1002";"Soau";2,8;2017;5,3;2018;1;60;77,93;-0,952467837520116;NA;NA
"88";"011_T3_50";11;"l";"P1_31";"Risp_se_1002";"Risp";4,4;2017;6,2;2018;1;44;77,93;-0,952467837520116;NA;NA
"91";"013_01";13;"l";"";"Soau_se_2101";"Soau";4;2018;7;2019;1;91;78,345;-0,882229087194044;NA;NA
"93";"013_01";13;"l";"";"Soau_se_2103";"Soau";2,5;2018;3;2019;1;93;78,345;-0,882229087194044;NA;NA
"95";"013_01";13;"l";"";"Soau_se_2102";"Soau";5;2018;5;2019;1;92;78,345;-0,882229087194044;NA;NA
"97";"013_01";13;"l";"";"Soau_se_2104";"Soau";5,5;2018;6;2019;1;94;78,345;-0,882229087194044;NA;NA
"99";"015_10";15;"l";"89";"Sani_se_1053";"Sani";7;2017;NA;2018;0;260;80,37;-0,539497835602964;NA;NA
"100";"015_10";15;"l";"90";"Sani_se_1054";"Sani";6,5;2017;NA;2018;0;261;80,37;-0,539497835602964;NA;NA
"102";"015_10";15;"l";"88";"Sani_se_1052";"Sani";6;2017;NA;2018;0;259;80,37;-0,539497835602964;NA;NA
"103";"015_10";15;"l";"79";"Sani_se_1043";"Sani";4,5;2017;NA;2018;0;255;80,37;-0,539497835602964;NA;NA
"104";"015_10";15;"l";"80";"Sani_se_1044";"Sani";5;2017;NA;2018;0;256;80,37;-0,539497835602964;NA;NA
"105";"015_10";15;"l";"91";"Sani_se_1055";"Sani";7;2017;NA;2018;0;262;80,37;-0,539497835602964;NA;NA
"106";"015_10";15;"l";"92";"Sani_se_1056";"Sani";6;2017;NA;2018;0;263;80,37;-0,539497835602964;NA;NA
"108";"015_10";15;"l";"30";"Sani_se_1013";"Sani";4,5;2017;NA;2018;0;232;80,37;-0,539497835602964;NA;NA
"111";"015_10";15;"l";"81";"Sani_se_1045";"Sani";2;2017;NA;2018;0;235;80,37;-0,539497835602964;NA;NA
"112";"015_10";15;"l";"93";"Sani_se_1057";"Sani";7,5;2017;NA;2018;0;264;80,37;-0,539497835602964;NA;NA
"113";"015_10";15;"l";"31";"Sani_se_1014";"Sani";5,5;2017;NA;2018;0;233;80,37;-0,539497835602964;NA;NA
"114";"015_10";15;"l";"32";"Sani_se_1015";"Sani";6,5;2017;NA;2018;0;234;80,37;-0,539497835602964;NA;NA
"116";"015_10";15;"l";"3";"Sani_se_1002";"Sani";6;2017;3;2018;1;240;80,37;-0,539497835602964;NA;NA
"117";"015_10";15;"l";"4";"Sani_se_1003";"Sani";6,5;2017;NA;2018;0;241;80,37;-0,539497835602964;NA;NA
"119";"015_10";15;"l";"7";"Sani_se_1006";"Sani";5;2017;NA;2018;0;243;80,37;-0,539497835602964;NA;NA
"120";"015_10";15;"l";"41";"Sani_se_1018";"Sani";6;2017;8;2018;1;203;80,37;-0,539497835602964;NA;NA
"121";"015_10";15;"l";"43";"Sani_se_1020";"Sani";4;2017;NA;2018;0;204;80,37;-0,539497835602964;NA;NA
"122";"015_10";15;"l";"44";"Sani_se_1021";"Sani";4;2017;NA;2018;0;205;80,37;-0,539497835602964;NA;NA
"123";"015_10";15;"l";"46";"Sani_se_1022";"Sani";5;2017;NA;2018;0;206;80,37;-0,539497835602964;NA;NA
"124";"015_10";15;"l";"47";"Sani_se_1023";"Sani";5;2017;9;2018;1;207;80,37;-0,539497835602964;NA;NA
"125";"015_10";15;"l";"82";"Sani_se_1046";"Sani";5,5;2017;NA;2018;0;236;80,37;-0,539497835602964;NA;NA
"126";"015_10";15;"l";"83";"Sani_se_1047";"Sani";7,5;2017;10,5;2018;1;237;80,37;-0,539497835602964;NA;NA
"128";"015_10";15;"l";"77";"Sani_se_1041";"Sani";7;2017;NA;2018;0;253;80,37;-0,539497835602964;NA;NA
"129";"015_10";15;"l";"78";"Sani_se_1042";"Sani";5;2017;NA;2018;0;254;80,37;-0,539497835602964;NA;NA
"131";"015_10";15;"l";"6";"Sani_se_1005";"Sani";3;2017;NA;2018;0;242;80,37;-0,539497835602964;NA;NA
"132";"015_10";15;"l";"";"Fral_se_2102";"Fral";5,52;2018;NA;2019;0;128;80,37;-0,539497835602964;NA;NA
"133";"015_10";15;"l";"P2_01";"Fral_se_1101";"Fral";7,4;2017;8;2018;1;129;80,37;-0,539497835602964;NA;NA
"134";"015_10";15;"l";"P2_02";"Fral_se_1102";"Fral";5,3;2017;NA;2018;0;130;80,37;-0,539497835602964;NA;NA
"135";"015_10";15;"l";"P2_42";"Fral_se_1136";"Fral";7,2;2017;NA;2018;0;131;80,37;-0,539497835602964;NA;NA
"136";"015_10";15;"l";"P2_43";"Fral_se_1137";"Fral";5,6;2017;NA;2018;0;132;80,37;-0,539497835602964;NA;NA
"138";"015_10";15;"l";"P2_03";"Fral_se_1103";"Fral";6,9;2017;NA;2018;0;134;80,37;-0,539497835602964;NA;NA
"139";"015_10";15;"l";"P2_05";"Fral_se_1105";"Fral";4,7;2017;4;2018;1;135;80,37;-0,539497835602964;NA;NA
"140";"015_10";15;"l";"";"Sani_se_2101";"Sani";4;2018;NA;2019;NA;265;80,37;-0,539497835602964;NA;NA
"141";"015_10";15;"l";"";"Sani_se_2102";"Sani";2;2018;NA;2019;NA;266;80,37;-0,539497835602964;NA;NA
"142";"015_10";15;"l";"39";"Viop_se_1001";"Viop";4,8;2017;NA;2018;0;267;80,37;-0,539497835602964;NA;NA
"143";"015_10";15;"l";"40";"Viop_se_1002";"Viop";3,5;2017;NA;2018;0;268;80,37;-0,539497835602964;NA;NA
"144";"015_10";15;"l";"";"Fral_se_2101";"Fral";3,8;2018;NA;2019;1;127;80,37;-0,539497835602964;NA;NA
"145";"015_10";15;"l";"P2_45";"Fral_se_1139";"Fral";6;2017;NA;2018;0;141;80,37;-0,539497835602964;NA;NA
"146";"015_10";15;"l";"P2_50";"Fral_se_1144";"Fral";5,1;2017;NA;2018;0;142;80,37;-0,539497835602964;NA;NA
"147";"015_10";15;"l";"P2_51";"Fral_se_1145";"Fral";5,4;2017;NA;2018;0;143;80,37;-0,539497835602964;NA;NA
"151";"015_10";15;"l";"P2_10";"Fral_se_1109";"Fral";5,5;2017;NA;2018;0;147;80,37;-0,539497835602964;NA;NA
"152";"015_10";15;"l";"P2_11";"Fral_se_1110";"Fral";5,5;2017;NA;2018;0;148;80,37;-0,539497835602964;NA;NA
"153";"015_10";15;"l";"P2_16";"Fral_se_1115";"Fral";7,2;2017;NA;2018;0;149;80,37;-0,539497835602964;NA;NA
"154";"015_10";15;"l";"P2_21";"Fral_se_1120";"Fral";6,4;2017;2,5;2018;1;150;80,37;-0,539497835602964;NA;NA
"155";"015_10";15;"l";"P2_47";"Fral_se_1141";"Fral";5,2;2017;4;2018;1;151;80,37;-0,539497835602964;NA;NA
"156";"015_10";15;"l";"P2_48";"Fral_se_1142";"Fral";7;2017;NA;2018;0;152;80,37;-0,539497835602964;NA;NA
"157";"015_10";15;"l";"P2_55";"Fral_se_1149";"Fral";4,5;2017;NA;2018;0;153;80,37;-0,539497835602964;NA;NA
"158";"015_10";15;"l";"P2_56";"Fral_se_1150";"Fral";5,3;2017;NA;2018;0;154;80,37;-0,539497835602964;NA;NA
"160";"015_10";15;"l";"65";"Sani_se_1032";"Sani";7,5;2017;NA;2018;1;244;80,37;-0,539497835602964;NA;NA
"161";"015_10";15;"l";"66";"Sani_se_1033";"Sani";4;2017;NA;2018;1;245;80,37;-0,539497835602964;NA;NA
"162";"015_10";15;"l";"67";"Sani_se_1034";"Sani";5,5;2017;NA;2018;0;246;80,37;-0,539497835602964;NA;NA
"163";"015_10";15;"l";"68";"Sani_se_1035";"Sani";4,5;2017;NA;2018;0;247;80,37;-0,539497835602964;NA;NA
"168";"015_10";15;"l";"76";"Sani_se_1040";"Sani";5;2017;11,5;2018;1;252;80,37;-0,539497835602964;NA;NA
"169";"015_10";15;"l";"P2_54";"Fral_se_1148";"Fral";10,2;2017;4,5;2018;1;125;80,37;-0,539497835602964;NA;NA
"170";"015_10";15;"l";"P2_14";"Fral_se_1113";"Fral";5;2017;5;2018;1;166;80,37;-0,539497835602964;NA;NA
"171";"015_10";15;"l";"P2_15";"Fral_se_1114";"Fral";3,7;2017;NA;2018;0;167;80,37;-0,539497835602964;NA;NA
"172";"015_10";15;"l";"P2_34";"Fral_se_1128";"Fral";5,5;2017;NA;2018;0;168;80,37;-0,539497835602964;NA;NA
"173";"015_10";15;"l";"P2_35";"Fral_se_1129";"Fral";9;2017;NA;2018;0;169;80,37;-0,539497835602964;NA;NA
"174";"015_10";15;"l";"P2_36";"Fral_se_1130";"Fral";6;2017;NA;2018;0;170;80,37;-0,539497835602964;NA;NA
"175";"015_10";15;"l";"P2_37";"Fral_se_1131";"Fral";9;2017;NA;2018;0;171;80,37;-0,539497835602964;NA;NA
"176";"015_10";15;"l";"P2_38";"Fral_se_1132";"Fral";6,8;2017;NA;2018;0;172;80,37;-0,539497835602964;NA;NA
"177";"015_10";15;"l";"P2_39";"Fral_se_1133";"Fral";3,8;2017;NA;2018;0;173;80,37;-0,539497835602964;NA;NA
"178";"015_10";15;"l";"P2_40";"Fral_se_1134";"Fral";9;2017;NA;2018;0;174;80,37;-0,539497835602964;NA;NA
"179";"015_10";15;"l";"P2_41";"Fral_se_1135";"Fral";9;2017;NA;2018;0;175;80,37;-0,539497835602964;NA;NA
"180";"015_10";15;"l";"P2_06";"Fral_se_1106";"Fral";8;2017;2;2018;1;136;80,37;-0,539497835602964;NA;NA
"181";"015_10";15;"l";"P2_08";"Fral_se_1107";"Fral";5;2017;NA;2018;0;137;80,37;-0,539497835602964;NA;NA
"182";"015_10";15;"l";"P2_22";"Fral_se_1122";"Fral";4,9;2017;4;2018;1;138;80,37;-0,539497835602964;NA;NA
"183";"015_10";15;"l";"P2_23";"Fral_se_1123";"Fral";4,4;2017;NA;2018;0;139;80,37;-0,539497835602964;NA;NA
"184";"015_10";15;"l";"P2_24";"Fral_se_1124";"Fral";5,1;2017;NA;2018;0;140;80,37;-0,539497835602964;NA;NA
"185";"015_10";15;"l";"2";"Risp_se_1001";"Risp";3,3;2017;NA;2018;0;186;80,37;-0,539497835602964;NA;NA
"186";"015_10";15;"l";"1";"Sani_se_1001";"Sani";5,6;2017;NA;2018;0;187;80,37;-0,539497835602964;NA;NA
"187";"015_10";15;"l";"5";"Sani_se_1004";"Sani";6,8;2017;NA;2018;0;188;80,37;-0,539497835602964;NA;NA
"188";"015_10";15;"l";"16";"Sani_se_1009";"Sani";5;2017;6,5;2018;1;189;80,37;-0,539497835602964;NA;NA
"189";"015_10";15;"l";"20";"Sani_se_1010";"Sani";4,5;2017;NA;2018;0;190;80,37;-0,539497835602964;NA;NA
"190";"015_10";15;"l";"42";"Sani_se_1019";"Sani";6;2017;NA;2018;0;191;80,37;-0,539497835602964;NA;NA
"191";"015_10";15;"l";"61";"Sani_se_1031";"Sani";3;2017;NA;2018;0;192;80,37;-0,539497835602964;NA;NA
"192";"015_10";15;"l";"71";"Sani_se_1036";"Sani";5,5;2017;3,6;2018;1;193;80,37;-0,539497835602964;NA;NA
"193";"015_10";15;"l";"72";"Sani_se_1037";"Sani";5;2017;NA;2018;0;194;80,37;-0,539497835602964;NA;NA
"196";"015_10";15;"l";"8";"Sani_se_1007";"Sani";4,5;2017;NA;2018;0;197;80,37;-0,539497835602964;NA;NA
"197";"015_10";15;"l";"9";"Sani_se_1008";"Sani";6,7;2017;9;2018;1;198;80,37;-0,539497835602964;NA;NA
"198";"015_10";15;"l";"22";"Sani_se_1011";"Sani";3;2017;NA;2018;1;199;80,37;-0,539497835602964;NA;NA
"199";"015_10";15;"l";"24";"Sani_se_1012";"Sani";5;2017;NA;2018;0;200;80,37;-0,539497835602964;NA;NA
"200";"015_10";15;"l";"37";"Sani_se_1016";"Sani";5,5;2017;NA;2018;0;201;80,37;-0,539497835602964;NA;NA
"201";"015_10";15;"l";"38";"Sani_se_1017";"Sani";3;2017;NA;2018;0;202;80,37;-0,539497835602964;NA;NA
"202";"015_10";15;"l";"P2_25";"Fral_se_1121";"Fral";5,8;2017;NA;2018;0;116;80,37;-0,539497835602964;NA;NA
"203";"015_10";15;"l";"P2_28";"Fral_se_1125";"Fral";5,7;2017;NA;2018;0;117;80,37;-0,539497835602964;NA;NA
"204";"015_10";15;"l";"P2_31";"Fral_se_1126";"Fral";5;2017;NA;2018;0;118;80,37;-0,539497835602964;NA;NA
"205";"015_10";15;"l";"P2_33";"Fral_se_1127";"Fral";6,3;2017;NA;2018;0;119;80,37;-0,539497835602964;NA;NA
"206";"015_10";15;"l";"48";"Sani_se_1024";"Sani";3,5;2017;NA;2018;0;208;80,37;-0,539497835602964;NA;NA
"207";"015_10";15;"l";"49";"Sani_se_1025";"Sani";5,5;2017;NA;2018;0;209;80,37;-0,539497835602964;NA;NA
"208";"015_10";15;"l";"51";"Sani_se_1026";"Sani";4;2017;NA;2018;0;210;80,37;-0,539497835602964;NA;NA
"209";"015_10";15;"l";"53";"Sani_se_1027";"Sani";7;2017;NA;2018;0;211;80,37;-0,539497835602964;NA;NA
"210";"015_10";15;"l";"54";"Sani_se_1028";"Sani";3;2017;8,3;2018;1;212;80,37;-0,539497835602964;NA;NA
"211";"015_10";15;"l";"56";"Sani_se_1029";"Sani";6;2017;2;2018;1;213;80,37;-0,539497835602964;NA;NA
"212";"015_10";15;"l";"57";"Sani_se_1030";"Sani";3;2017;NA;2018;0;214;80,37;-0,539497835602964;NA;NA
"213";"015_10";15;"l";"73";"Sani_se_1038";"Sani";4,5;2017;NA;2018;0;215;80,37;-0,539497835602964;NA;NA
"214";"015_10";15;"l";"74";"Sani_se_1039";"Sani";4,5;2017;NA;2018;0;216;80,37;-0,539497835602964;NA;NA
"215";"015_10";15;"l";"84";"Sani_se_1048";"Sani";6;2017;NA;2018;0;217;80,37;-0,539497835602964;NA;NA
"216";"015_10";15;"l";"85";"Sani_se_1049";"Sani";4,5;2017;NA;2018;0;218;80,37;-0,539497835602964;NA;NA
"217";"015_10";15;"l";"86";"Sani_se_1050";"Sani";3,5;2017;NA;2018;0;219;80,37;-0,539497835602964;NA;NA
"218";"015_10";15;"l";"87";"Sani_se_1051";"Sani";5;2017;5,1;2018;1;220;80,37;-0,539497835602964;NA;NA
"221";"015_10";15;"l";"75";"Prpa_se_1001";"Prpa";6;2017;5,1;2018;1;177;80,37;-0,539497835602964;NA;NA
"224";"015_10";15;"l";"";"Rhca_se_2101";"Rhca";4;2018;NA;2019;0;180;80,37;-0,539497835602964;NA;NA
"227";"015_10";15;"l";"33";"Eueu_se_1003";"Eueu";5,5;2017;8,3;2018;1;101;80,37;-0,539497835602964;NA;NA
"228";"015_10";15;"l";"50";"Eueu_se_1004";"Eueu";4,5;2017;NA;2018;1;102;80,37;-0,539497835602964;NA;NA
"229";"015_10";15;"l";"55";"Eueu_se_1005";"Eueu";6,5;2017;5,1;2018;1;103;80,37;-0,539497835602964;NA;NA
"235";"015_10";15;"l";"";"Eueu_se_2101";"Eueu";4,5;2018;8;2019;1;109;80,37;-0,539497835602964;NA;NA
"241";"015_10";15;"l";"P2_04";"Fral_se_1104";"Fral";6,2;2017;NA;2018;0;115;80,37;-0,539497835602964;NA;NA
"243";"015_10";15;"l";"P2_09";"Fral_se_1108";"Fral";2,8;2017;NA;2018;0;158;80,37;-0,539497835602964;NA;NA
"244";"015_10";15;"l";"P2_12";"Fral_se_1111";"Fral";4,5;2017;NA;2018;0;159;80,37;-0,539497835602964;NA;NA
"245";"015_10";15;"l";"P2_13";"Fral_se_1112";"Fral";6,2;2017;NA;2018;0;160;80,37;-0,539497835602964;NA;NA
"246";"015_10";15;"l";"P2_44";"Fral_se_1138";"Fral";2,8;2017;NA;2018;0;120;80,37;-0,539497835602964;NA;NA
"247";"015_10";15;"l";"P2_46";"Fral_se_1140";"Fral";2,4;2017;NA;2018;0;121;80,37;-0,539497835602964;NA;NA
"248";"015_10";15;"l";"P2_49";"Fral_se_1143";"Fral";4,7;2017;NA;2018;0;122;80,37;-0,539497835602964;NA;NA
"249";"015_10";15;"l";"P2_52";"Fral_se_1146";"Fral";7,3;2017;NA;2018;0;123;80,37;-0,539497835602964;NA;NA
"250";"015_10";15;"l";"P2_53";"Fral_se_1147";"Fral";4,7;2017;NA;2018;0;124;80,37;-0,539497835602964;NA;NA
"253";"015_10";15;"l";"15";"Eueu_se_1001";"Eueu";5,2;2017;4,5;2018;1;99;80,37;-0,539497835602964;NA;NA
"254";"015_10";15;"l";"23";"Eueu_se_1002";"Eueu";6;2017;NA;2018;1;100;80,37;-0,539497835602964;NA;NA
"256";"015_10";15;"l";"P2_17";"Fral_se_1116";"Fral";6,2;2017;NA;2018;0;161;80,37;-0,539497835602964;NA;NA
"261";"015_10";15;"l";"P2_18";"Fral_se_1117";"Fral";3,7;2017;25;2018;1;162;80,37;-0,539497835602964;NA;NA
"262";"015_10";15;"l";"P2_19";"Fral_se_1118";"Fral";5,2;2017;NA;2018;0;163;80,37;-0,539497835602964;NA;NA
"263";"015_10";15;"l";"P2_20";"Fral_se_1119";"Fral";3,4;2017;NA;2018;0;164;80,37;-0,539497835602964;NA;NA
"266";"030_T1_P1";30;"l";"P1_4";"Soau_se_1202";"Soau";3,3;2017;NA;2018;0;307;78,57;-0,844147837017259;NA;NA
"267";"030_T1_P1";30;"l";"P1_5";"Soau_se_1203";"Soau";3,7;2017;NA;2018;0;308;78,57;-0,844147837017259;NA;NA
"269";"030_T1_P1";30;"l";"17";"Soau_se_2001";"Soau";3,7;2018;NA;2019;NA;318;78,57;-0,844147837017259;NA;NA
"270";"030_T1_P1";30;"l";"P1_10";"Fral_se_1200";"Fral";4,7;2017;NA;2018;0;296;78,57;-0,844147837017259;NA;NA
"271";"030_T1_P1";30;"l";"P1_2";"Soau_se_1201";"Soau";2,5;2017;9,1;2018;1;303;78,57;-0,844147837017259;NA;NA
"272";"030_T1_P1";30;"l";"P1_16";"Soau_se_1207";"Soau";3,5;2017;7;2018;1;304;78,57;-0,844147837017259;NA;NA
"273";"030_T1_P1";30;"l";"P1_6";"Soau_se_1204";"Soau";3,1;2017;5,5;2018;1;309;78,57;-0,844147837017259;NA;NA
"274";"030_T1_P1";30;"l";"18";"Soau_se_2002";"Soau";10,5;2018;NA;2019;NA;319;78,57;-0,844147837017259;NA;NA
"275";"030_T1_P1";30;"l";"19";"Soau_se_2003";"Soau";4,9;2018;NA;2019;NA;320;78,57;-0,844147837017259;NA;NA
"276";"030_T1_P1";30;"l";"22";"Soau_se_2004";"Soau";2,5;2018;NA;2019;NA;321;78,57;-0,844147837017259;NA;NA
"277";"030_T1_P1";30;"l";"P1_15";"Eueu_se_1200";"Eueu";2,8;2017;7,9;2018;1;294;78,57;-0,844147837017259;NA;NA
"278";"030_T1_P1";30;"l";"29";"Soau_se_2010";"Soau";5,4;2018;NA;2019;NA;327;78,57;-0,844147837017259;NA;NA
"279";"030_T1_P1";30;"l";"30";"Soau_se_2011";"Soau";5,9;2018;NA;2019;NA;328;78,57;-0,844147837017259;NA;NA
"280";"030_T1_P1";30;"l";"31";"Soau_se_2012";"Soau";10,3;2018;NA;2019;NA;329;78,57;-0,844147837017259;NA;NA
"282";"030_T1_P1";30;"l";"35";"Soau_se_2015";"Soau";5,5;2018;NA;2019;NA;332;78,57;-0,844147837017259;NA;NA
"283";"030_T1_P1";30;"l";"36";"Soau_se_2016";"Soau";3,5;2018;NA;2019;NA;333;78,57;-0,844147837017259;NA;NA
"284";"030_T1_P1";30;"l";"37";"Soau_se_2017";"Soau";7,5;2018;NA;2019;NA;334;78,57;-0,844147837017259;NA;NA
"285";"030_T1_P1";30;"l";"38";"Soau_se_2018";"Soau";7,5;2018;NA;2019;NA;335;78,57;-0,844147837017259;NA;NA
"286";"030_T1_P1";30;"l";"23";"Soau_se_2005";"Soau";3,3;2018;NA;2019;NA;322;78,57;-0,844147837017259;NA;NA
"287";"030_T1_P1";30;"l";"24";"Soau_se_2006";"Soau";1,5;2018;NA;2019;NA;323;78,57;-0,844147837017259;NA;NA
"288";"030_T1_P1";30;"l";"25";"Soau_se_2007";"Soau";5,1;2018;NA;2019;NA;324;78,57;-0,844147837017259;NA;NA
"289";"030_T1_P1";30;"l";"26";"Soau_se_2008";"Soau";4,2;2018;NA;2019;NA;325;78,57;-0,844147837017259;NA;NA
"290";"030_T1_P1";30;"l";"27";"Soau_se_2009";"Soau";8,1;2018;NA;2019;NA;326;78,57;-0,844147837017259;NA;NA
"291";"030_T1_P1";30;"l";"P1_13";"Soau_se_1209";"Soau";2,5;2017;NA;2018;0;313;78,57;-0,844147837017259;NA;NA
